activity_id,week,location_id,co_share_group
A012,7,PLAT:BET:H02:WB,p11
A012,7,PLAT:BET:S15:WB,p11
A012,7,SEC:BET:H01_H02:WB,p11
A012,7,SEC:BET:H02_S15:WB,p11
A012,16,PLAT:BET:H01:WB,p12
A012,16,PLAT:BET:H02:WB,p12
A012,16,PLAT:BET:S15:WB,p12
A012,16,SEC:BET:H01_H02:WB,p12
A012,16,SEC:BET:H02_S15:WB,p12
A013,21,PLAT:ALP:S05:WB,p11
A013,21,PLAT:ALP:S06:WB,p11
A013,21,SEC:ALP:S05_S06:WB,p11
A013,22,PLAT:ALP:S05:WB,p11
A013,22,PLAT:ALP:S06:WB,p11
A013,22,SEC:ALP:S05_S06:WB,p11
A013,23,PLAT:ALP:S05:WB,p11
A013,23,PLAT:ALP:S06:WB,p11
A013,23,SEC:ALP:S05_S06:WB,p11
A013,24,PLAT:ALP:S05:WB,p11
A013,24,PLAT:ALP:S06:WB,p11
A013,24,SEC:ALP:S05_S06:WB,p11
A013,25,PLAT:ALP:S05:WB,p12
A013,25,PLAT:ALP:S06:WB,p12
A013,25,SEC:ALP:S05_S06:WB,p12
A014,15,PLAT:ALP:S07:EB,p11
A014,15,PLAT:ALP:S08:EB,p11
A014,15,SEC:ALP:S07_S08:EB,p11
A014,16,PLAT:ALP:S07:EB,p11
A014,16,PLAT:ALP:S08:EB,p11
A014,16,SEC:ALP:S07_S08:EB,p11
A014,20,PLAT:ALP:S07:EB,p11
A014,20,PLAT:ALP:S08:EB,p11
A014,20,SEC:ALP:S07_S08:EB,p11
A014,21,PLAT:ALP:S07:EB,p11
A014,21,PLAT:ALP:S08:EB,p11
A014,21,SEC:ALP:S07_S08:EB,p11
A014,23,PLAT:ALP:S07:EB,p11
A014,23,PLAT:ALP:S08:EB,p11
A014,23,SEC:ALP:S07_S08:EB,p11
A014,24,PLAT:ALP:S07:EB,p11
A014,24,PLAT:ALP:S08:EB,p11
A014,24,SEC:ALP:S07_S08:EB,p11
A014,26,PLAT:ALP:S07:EB,p11
A014,26,PLAT:ALP:S08:EB,p11
A014,26,SEC:ALP:S07_S08:EB,p11
A017,17,PLAT:BET:H01:EB,p12
A017,17,PLAT:BET:H02:EB,p12
A017,17,PLAT:BET:S15:EB,p12
A017,17,PLAT:BET:S16:EB,p12
A017,17,SEC:BET:H01_H02:EB,p12
A017,17,SEC:BET:H02_S15:EB,p12
A017,17,SEC:BET:S15_S16:EB,p12
A017,19,PLAT:BET:H01:EB,p10
A017,19,PLAT:BET:H02:EB,p10
A017,19,PLAT:BET:S15:EB,p10
A017,19,PLAT:BET:S16:EB,p10
A017,19,SEC:BET:H01_H02:EB,p10
A017,19,SEC:BET:H02_S15:EB,p10
A017,19,SEC:BET:S15_S16:EB,p10
A017,22,PLAT:BET:H01:EB,p11
A017,22,PLAT:BET:H02:EB,p11
A017,22,PLAT:BET:S15:EB,p11
A017,22,PLAT:BET:S16:EB,p11
A017,22,SEC:BET:H01_H02:EB,p11
A017,22,SEC:BET:H02_S15:EB,p11
A017,22,SEC:BET:S15_S16:EB,p11
A017,23,PLAT:BET:H01:EB,p11
A017,23,PLAT:BET:H02:EB,p11
A017,23,PLAT:BET:S15:EB,p11
A017,23,PLAT:BET:S16:EB,p11
A017,23,SEC:BET:H01_H02:EB,p11
A017,23,SEC:BET:H02_S15:EB,p11
A017,23,SEC:BET:S15_S16:EB,p11
A017,24,PLAT:BET:H01:EB,p11
A017,24,PLAT:BET:H02:EB,p11
A017,24,PLAT:BET:S15:EB,p11
A017,24,PLAT:BET:S16:EB,p11
A017,24,SEC:BET:H01_H02:EB,p11
A017,24,SEC:BET:H02_S15:EB,p11
A017,24,SEC:BET:S15_S16:EB,p11
A017,25,PLAT:BET:H01:EB,p11
A017,25,PLAT:BET:H02:EB,p11
A017,25,PLAT:BET:S15:EB,p11
A017,25,PLAT:BET:S16:EB,p11
A017,25,SEC:BET:H01_H02:EB,p11
A017,25,SEC:BET:H02_S15:EB,p11
A017,25,SEC:BET:S15_S16:EB,p11
A017,26,PLAT:BET:H01:EB,p12
A017,26,PLAT:BET:H02:EB,p12
A017,26,PLAT:BET:S15:EB,p12
A017,26,PLAT:BET:S16:EB,p12
A017,26,SEC:BET:H01_H02:EB,p12
A017,26,SEC:BET:H02_S15:EB,p12
A017,26,SEC:BET:S15_S16:EB,p12
A019,16,PLAT:BET:S16:EB,p11
A019,16,PLAT:BET:S17:EB,p11
A019,16,SEC:BET:S16_S17:EB,p11
A019,23,PLAT:BET:S16:EB,p12
A019,23,PLAT:BET:S17:EB,p12
A019,23,SEC:BET:S16_S17:EB,p12
A020,21,PLAT:ALP:H01:WB,p11
A020,21,PLAT:ALP:H02:WB,p11
A020,21,PLAT:ALP:S04:WB,p11
A020,21,PLAT:ALP:S05:WB,p11
A020,21,SEC:ALP:H01_H02:WB,p11
A020,21,SEC:ALP:H02_S05:WB,p11
A020,21,SEC:ALP:S04_H01:WB,p11
A020,22,PLAT:ALP:H01:WB,p11
A020,22,PLAT:ALP:H02:WB,p11
A020,22,PLAT:ALP:S04:WB,p11
A020,22,PLAT:ALP:S05:WB,p11
A020,22,SEC:ALP:H01_H02:WB,p11
A020,22,SEC:ALP:H02_S05:WB,p11
A020,22,SEC:ALP:S04_H01:WB,p11
A021,8,PLAT:BET:S11:WB,p11
A021,8,PLAT:BET:S12:WB,p11
A021,8,PLAT:BET:S13:WB,p11
A021,8,SEC:BET:S11_S12:WB,p11
A021,8,SEC:BET:S12_S13:WB,p11
A021,9,PLAT:BET:S11:WB,p11
A021,9,PLAT:BET:S12:WB,p11
A021,9,PLAT:BET:S13:WB,p11
A021,9,SEC:BET:S11_S12:WB,p11
A021,9,SEC:BET:S12_S13:WB,p11
A021,27,PLAT:BET:S11:WB,p11
A021,27,PLAT:BET:S12:WB,p11
A021,27,PLAT:BET:S13:WB,p11
A021,27,SEC:BET:S11_S12:WB,p11
A021,27,SEC:BET:S12_S13:WB,p11
A023,21,PLAT:ALP:S03:WB,p11
A023,21,PLAT:ALP:S04:WB,p11
A023,21,SEC:ALP:S03_S04:WB,p11
A023,22,PLAT:ALP:S03:WB,p11
A023,22,PLAT:ALP:S04:WB,p11
A023,22,SEC:ALP:S03_S04:WB,p11
A023,23,PLAT:ALP:S03:WB,p1
A023,23,PLAT:ALP:S04:WB,p1
A023,23,SEC:ALP:S03_S04:WB,p1
A023,24,PLAT:ALP:S03:WB,p8
A023,24,PLAT:ALP:S04:WB,p8
A023,24,SEC:ALP:S03_S04:WB,p8
A023,26,PLAT:ALP:S03:WB,p11
A023,26,PLAT:ALP:S04:WB,p11
A023,26,SEC:ALP:S03_S04:WB,p11
A023,27,PLAT:ALP:S03:WB,p11
A023,27,PLAT:ALP:S04:WB,p11
A023,27,SEC:ALP:S03_S04:WB,p11
A023,29,PLAT:ALP:S03:WB,p12
A023,29,PLAT:ALP:S04:WB,p12
A023,29,SEC:ALP:S03_S04:WB,p12
A025,8,PLAT:ALP:S01:EB,p12
A025,8,PLAT:ALP:S02:EB,p12
A025,8,PLAT:ALP:S03:EB,p12
A025,8,SEC:ALP:S01_S02:EB,p12
A025,8,SEC:ALP:S02_S03:EB,p12
A025,11,PLAT:ALP:S01:EB,p10
A025,11,PLAT:ALP:S02:EB,p10
A025,11,PLAT:ALP:S03:EB,p10
A025,11,SEC:ALP:S01_S02:EB,p10
A025,11,SEC:ALP:S02_S03:EB,p10
A025,12,PLAT:ALP:S01:EB,p12
A025,12,PLAT:ALP:S02:EB,p12
A025,12,PLAT:ALP:S03:EB,p12
A025,12,SEC:ALP:S01_S02:EB,p12
A025,12,SEC:ALP:S02_S03:EB,p12
A025,13,PLAT:ALP:S01:EB,p12
A025,13,PLAT:ALP:S02:EB,p12
A025,13,PLAT:ALP:S03:EB,p12
A025,13,SEC:ALP:S01_S02:EB,p12
A025,13,SEC:ALP:S02_S03:EB,p12
A025,14,PLAT:ALP:S01:EB,p12
A025,14,PLAT:ALP:S02:EB,p12
A025,14,PLAT:ALP:S03:EB,p12
A025,14,SEC:ALP:S01_S02:EB,p12
A025,14,SEC:ALP:S02_S03:EB,p12
A025,16,PLAT:ALP:S01:EB,p12
A025,16,PLAT:ALP:S02:EB,p12
A025,16,PLAT:ALP:S03:EB,p12
A025,16,SEC:ALP:S01_S02:EB,p12
A025,16,SEC:ALP:S02_S03:EB,p12
A025,27,PLAT:ALP:S01:EB,p11
A025,27,PLAT:ALP:S02:EB,p11
A025,27,PLAT:ALP:S03:EB,p11
A025,27,SEC:ALP:S01_S02:EB,p11
A025,27,SEC:ALP:S02_S03:EB,p11
A028,9,PLAT:ALP:H01:EB,p11
A028,9,PLAT:ALP:S03:EB,p11
A028,9,PLAT:ALP:S04:EB,p11
A028,9,SEC:ALP:S03_S04:EB,p11
A028,9,SEC:ALP:S04_H01:EB,p11
A028,10,PLAT:ALP:H01:EB,p11
A028,10,PLAT:ALP:S03:EB,p11
A028,10,PLAT:ALP:S04:EB,p11
A028,10,SEC:ALP:S03_S04:EB,p11
A028,10,SEC:ALP:S04_H01:EB,p11
A031,1,PLAT:ALP:S06:WB,p12
A031,1,PLAT:ALP:S07:WB,p12
A031,1,PLAT:ALP:S08:WB,p12
A031,1,SEC:ALP:S06_S07:WB,p12
A031,1,SEC:ALP:S07_S08:WB,p12
A031,3,PLAT:ALP:S06:WB,p11
A031,3,PLAT:ALP:S07:WB,p11
A031,3,PLAT:ALP:S08:WB,p11
A031,3,SEC:ALP:S06_S07:WB,p11
A031,3,SEC:ALP:S07_S08:WB,p11
A035,10,PLAT:ALP:S02:WB,p12
A035,10,PLAT:ALP:S03:WB,p12
A035,10,PLAT:ALP:S04:WB,p12
A035,10,SEC:ALP:S02_S03:WB,p12
A035,10,SEC:ALP:S03_S04:WB,p12
A035,11,PLAT:ALP:S02:WB,p12
A035,11,PLAT:ALP:S03:WB,p12
A035,11,PLAT:ALP:S04:WB,p12
A035,11,SEC:ALP:S02_S03:WB,p12
A035,11,SEC:ALP:S03_S04:WB,p12
A035,12,PLAT:ALP:S02:WB,p12
A035,12,PLAT:ALP:S03:WB,p12
A035,12,PLAT:ALP:S04:WB,p12
A035,12,SEC:ALP:S02_S03:WB,p12
A035,12,SEC:ALP:S03_S04:WB,p12
A036,22,PLAT:BET:H01:EB,p11
A036,22,PLAT:BET:S14:EB,p11
A036,22,SEC:BET:S14_H01:EB,p11
A036,23,PLAT:BET:H01:EB,p11
A036,23,PLAT:BET:S14:EB,p11
A036,23,SEC:BET:S14_H01:EB,p11
A036,24,PLAT:BET:H01:EB,p11
A036,24,PLAT:BET:S14:EB,p11
A036,24,SEC:BET:S14_H01:EB,p11
A036,25,PLAT:BET:H01:EB,p11
A036,25,PLAT:BET:S14:EB,p11
A036,25,SEC:BET:S14_H01:EB,p11
A036,26,PLAT:BET:H01:EB,p12
A036,26,PLAT:BET:S14:EB,p12
A036,26,SEC:BET:S14_H01:EB,p12
A037,11,PLAT:BET:S15:EB,p8
A037,11,PLAT:BET:S16:EB,p8
A037,11,PLAT:BET:S17:EB,p8
A037,11,SEC:BET:S15_S16:EB,p8
A037,11,SEC:BET:S16_S17:EB,p8
A037,12,PLAT:BET:S15:EB,p11
A037,12,PLAT:BET:S16:EB,p11
A037,12,PLAT:BET:S17:EB,p11
A037,12,SEC:BET:S15_S16:EB,p11
A037,12,SEC:BET:S16_S17:EB,p11
A038,15,PLAT:BET:S17:EB,p11
A038,15,PLAT:BET:S18:EB,p11
A038,15,SEC:BET:S17_S18:EB,p11
A038,16,PLAT:BET:S17:EB,p11
A038,16,PLAT:BET:S18:EB,p11
A038,16,SEC:BET:S17_S18:EB,p11
A038,19,PLAT:BET:S17:EB,p11
A038,19,PLAT:BET:S18:EB,p11
A038,19,SEC:BET:S17_S18:EB,p11
A039,8,PLAT:BET:S11:WB,p11
A039,8,PLAT:BET:S12:WB,p11
A039,8,PLAT:BET:S13:WB,p11
A039,8,PLAT:BET:S14:WB,p11
A039,8,SEC:BET:S11_S12:WB,p11
A039,8,SEC:BET:S12_S13:WB,p11
A039,8,SEC:BET:S13_S14:WB,p11
A039,9,PLAT:BET:S11:WB,p11
A039,9,PLAT:BET:S12:WB,p11
A039,9,PLAT:BET:S13:WB,p11
A039,9,PLAT:BET:S14:WB,p11
A039,9,SEC:BET:S11_S12:WB,p11
A039,9,SEC:BET:S12_S13:WB,p11
A039,9,SEC:BET:S13_S14:WB,p11
A039,10,PLAT:BET:S11:WB,p11
A039,10,PLAT:BET:S12:WB,p11
A039,10,PLAT:BET:S13:WB,p11
A039,10,PLAT:BET:S14:WB,p11
A039,10,SEC:BET:S11_S12:WB,p11
A039,10,SEC:BET:S12_S13:WB,p11
A039,10,SEC:BET:S13_S14:WB,p11
A039,11,PLAT:BET:S11:WB,p11
A039,11,PLAT:BET:S12:WB,p11
A039,11,PLAT:BET:S13:WB,p11
A039,11,PLAT:BET:S14:WB,p11
A039,11,SEC:BET:S11_S12:WB,p11
A039,11,SEC:BET:S12_S13:WB,p11
A039,11,SEC:BET:S13_S14:WB,p11
A039,12,PLAT:BET:S11:WB,p11
A039,12,PLAT:BET:S12:WB,p11
A039,12,PLAT:BET:S13:WB,p11
A039,12,PLAT:BET:S14:WB,p11
A039,12,SEC:BET:S11_S12:WB,p11
A039,12,SEC:BET:S12_S13:WB,p11
A039,12,SEC:BET:S13_S14:WB,p11
A039,13,PLAT:BET:S11:WB,p8
A039,13,PLAT:BET:S12:WB,p8
A039,13,PLAT:BET:S13:WB,p8
A039,13,PLAT:BET:S14:WB,p8
A039,13,SEC:BET:S11_S12:WB,p8
A039,13,SEC:BET:S12_S13:WB,p8
A039,13,SEC:BET:S13_S14:WB,p8
A039,16,PLAT:BET:S11:WB,p11
A039,16,PLAT:BET:S12:WB,p11
A039,16,PLAT:BET:S13:WB,p11
A039,16,PLAT:BET:S14:WB,p11
A039,16,SEC:BET:S11_S12:WB,p11
A039,16,SEC:BET:S12_S13:WB,p11
A039,16,SEC:BET:S13_S14:WB,p11
A040,13,PLAT:BET:H01:EB,p11
A040,13,PLAT:BET:H02:EB,p11
A040,13,PLAT:BET:S15:EB,p11
A040,13,PLAT:BET:S16:EB,p11
A040,13,SEC:BET:H01_H02:EB,p11
A040,13,SEC:BET:H02_S15:EB,p11
A040,13,SEC:BET:S15_S16:EB,p11
A040,18,PLAT:BET:H01:EB,p11
A040,18,PLAT:BET:H02:EB,p11
A040,18,PLAT:BET:S15:EB,p11
A040,18,PLAT:BET:S16:EB,p11
A040,18,SEC:BET:H01_H02:EB,p11
A040,18,SEC:BET:H02_S15:EB,p11
A040,18,SEC:BET:S15_S16:EB,p11
A040,20,PLAT:BET:H01:EB,p11
A040,20,PLAT:BET:H02:EB,p11
A040,20,PLAT:BET:S15:EB,p11
A040,20,PLAT:BET:S16:EB,p11
A040,20,SEC:BET:H01_H02:EB,p11
A040,20,SEC:BET:H02_S15:EB,p11
A040,20,SEC:BET:S15_S16:EB,p11
A040,22,PLAT:BET:H01:EB,p11
A040,22,PLAT:BET:H02:EB,p11
A040,22,PLAT:BET:S15:EB,p11
A040,22,PLAT:BET:S16:EB,p11
A040,22,SEC:BET:H01_H02:EB,p11
A040,22,SEC:BET:H02_S15:EB,p11
A040,22,SEC:BET:S15_S16:EB,p11
A040,24,PLAT:BET:H01:EB,p11
A040,24,PLAT:BET:H02:EB,p11
A040,24,PLAT:BET:S15:EB,p11
A040,24,PLAT:BET:S16:EB,p11
A040,24,SEC:BET:H01_H02:EB,p11
A040,24,SEC:BET:H02_S15:EB,p11
A040,24,SEC:BET:S15_S16:EB,p11
A040,25,PLAT:BET:H01:EB,p11
A040,25,PLAT:BET:H02:EB,p11
A040,25,PLAT:BET:S15:EB,p11
A040,25,PLAT:BET:S16:EB,p11
A040,25,SEC:BET:H01_H02:EB,p11
A040,25,SEC:BET:H02_S15:EB,p11
A040,25,SEC:BET:S15_S16:EB,p11
A040,27,PLAT:BET:H01:EB,p11
A040,27,PLAT:BET:H02:EB,p11
A040,27,PLAT:BET:S15:EB,p11
A040,27,PLAT:BET:S16:EB,p11
A040,27,SEC:BET:H01_H02:EB,p11
A040,27,SEC:BET:H02_S15:EB,p11
A040,27,SEC:BET:S15_S16:EB,p11
A041,11,PLAT:BET:S15:EB,p11
A041,11,PLAT:BET:S16:EB,p11
A041,11,SEC:BET:S15_S16:EB,p11
A041,12,PLAT:BET:S15:EB,p11
A041,12,PLAT:BET:S16:EB,p11
A041,12,SEC:BET:S15_S16:EB,p11
A042,23,PLAT:BET:S15:EB,p11
A042,23,PLAT:BET:S16:EB,p11
A042,23,PLAT:BET:S17:EB,p11
A042,23,PLAT:BET:S18:EB,p11
A042,23,SEC:BET:S15_S16:EB,p11
A042,23,SEC:BET:S16_S17:EB,p11
A042,23,SEC:BET:S17_S18:EB,p11
A042,25,PLAT:BET:S15:EB,p11
A042,25,PLAT:BET:S16:EB,p11
A042,25,PLAT:BET:S17:EB,p11
A042,25,PLAT:BET:S18:EB,p11
A042,25,SEC:BET:S15_S16:EB,p11
A042,25,SEC:BET:S16_S17:EB,p11
A042,25,SEC:BET:S17_S18:EB,p11
A042,26,PLAT:BET:S15:EB,p5
A042,26,PLAT:BET:S16:EB,p5
A042,26,PLAT:BET:S17:EB,p5
A042,26,PLAT:BET:S18:EB,p5
A042,26,SEC:BET:S15_S16:EB,p5
A042,26,SEC:BET:S16_S17:EB,p5
A042,26,SEC:BET:S17_S18:EB,p5
A043,21,PLAT:BET:H02:EB,p11
A043,21,PLAT:BET:S15:EB,p11
A043,21,PLAT:BET:S16:EB,p11
A043,21,PLAT:BET:S17:EB,p11
A043,21,SEC:BET:H02_S15:EB,p11
A043,21,SEC:BET:S15_S16:EB,p11
A043,21,SEC:BET:S16_S17:EB,p11
A043,27,PLAT:BET:H02:EB,p11
A043,27,PLAT:BET:S15:EB,p11
A043,27,PLAT:BET:S16:EB,p11
A043,27,PLAT:BET:S17:EB,p11
A043,27,SEC:BET:H02_S15:EB,p11
A043,27,SEC:BET:S15_S16:EB,p11
A043,27,SEC:BET:S16_S17:EB,p11
A046,21,PLAT:ALP:S05:WB,p11
A046,21,PLAT:ALP:S06:WB,p11
A046,21,SEC:ALP:S05_S06:WB,p11
A046,22,PLAT:ALP:S05:WB,p11
A046,22,PLAT:ALP:S06:WB,p11
A046,22,SEC:ALP:S05_S06:WB,p11
A046,23,PLAT:ALP:S05:WB,p11
A046,23,PLAT:ALP:S06:WB,p11
A046,23,SEC:ALP:S05_S06:WB,p11
A046,24,PLAT:ALP:S05:WB,p11
A046,24,PLAT:ALP:S06:WB,p11
A046,24,SEC:ALP:S05_S06:WB,p11
A046,27,PLAT:ALP:S05:WB,p12
A046,27,PLAT:ALP:S06:WB,p12
A046,27,SEC:ALP:S05_S06:WB,p12
A047,13,PLAT:ALP:H02:EB,p11
A047,13,PLAT:ALP:S05:EB,p11
A047,13,PLAT:ALP:S06:EB,p11
A047,13,SEC:ALP:H02_S05:EB,p11
A047,13,SEC:ALP:S05_S06:EB,p11
A047,14,PLAT:ALP:H02:EB,p11
A047,14,PLAT:ALP:S05:EB,p11
A047,14,PLAT:ALP:S06:EB,p11
A047,14,SEC:ALP:H02_S05:EB,p11
A047,14,SEC:ALP:S05_S06:EB,p11
A048,1,PLAT:BET:S13:EB,p12
A048,1,PLAT:BET:S14:EB,p12
A048,1,SEC:BET:S13_S14:EB,p12
A048,2,PLAT:BET:S13:EB,p12
A048,2,PLAT:BET:S14:EB,p12
A048,2,SEC:BET:S13_S14:EB,p12
A048,3,PLAT:BET:S13:EB,p12
A048,3,PLAT:BET:S14:EB,p12
A048,3,SEC:BET:S13_S14:EB,p12
A049,8,PLAT:BET:H02:WB,p1
A049,8,PLAT:BET:S15:WB,p1
A049,8,PLAT:BET:S16:WB,p1
A049,8,SEC:BET:H02_S15:WB,p1
